CNN,Street_name,ST_TYPE,NHOOD,CNNTEXT,shape
9188000,MISSION,ST,Outer Mission,9188000,"LINESTRING (-122.44474329089508 37.71262221774599, -122.44552847282196 37.7118865697689, -122.44609113038257 37.71159202117308)"
9189000,MISSION,ST,Outer Mission,9189000,"LINESTRING (-122.44609113038257 37.71159202117308, -122.44638334918153 37.71143614961627)"
9190000,MISSION,ST,Outer Mission,9190000,"LINESTRING (-122.44638334918153 37.71143614961627, -122.44767244295566 37.710748523164)"
9193000,MISSION,ST,Outer Mission,9193000,"LINESTRING (-122.44930866728122 37.70994620361074, -122.4500954866061 37.70967991288075)"
9194000,MISSION,ST,Outer Mission,9194000,"LINESTRING (-122.4500954866061 37.70967991288075, -122.45049893004253 37.70954336840131)"
9195000,MISSION,ST,Outer Mission,9195000,"LINESTRING (-122.45049893004253 37.70954336840131, -122.45088366683552 37.70941274293915)"
9196000,MISSION,ST,Outer Mission,9196000,"LINESTRING (-122.45088366683552 37.70941274293915, -122.4526647227786 37.70880633777149)"
9123000,MISSION,ST,Inner Mission,9123000,"LINESTRING (-122.41890102864883 37.75703540215724, -122.41874757395883 37.75543693590471)"
9124000,MISSION,ST,Inner Mission,9124000,"LINESTRING (-122.41874757395883 37.75543693590471, -122.4185939450844 37.753836587766095)"
9125000,MISSION,ST,Inner Mission,9125000,"LINESTRING (-122.4185939450844 37.753836587766095, -122.41844527107035 37.752239454047896)"
9126000,MISSION,ST,Inner Mission,9126000,"LINESTRING (-122.41844527107035 37.752239454047896, -122.4182878697044 37.75063965051581)"
9127000,MISSION,ST,Inner Mission,9127000,"LINESTRING (-122.4182878697044 37.75063965051581, -122.4181352514231 37.749041287369344)"
9129000,MISSION,ST,Bernal Heights North,9129000,"LINESTRING (-122.41822117070208 37.74816568928836, -122.41912130107434 37.746775140680434)"
9130000,MISSION,ST,Bernal Heights North,9130000,"LINESTRING (-122.41912130107434 37.746775140680434, -122.41950511360498 37.74618268326702)"
9131000,MISSION,ST,Bernal Heights North,9131000,"LINESTRING (-122.41950511360498 37.74618268326702, -122.41988576381117 37.7455950961387)"
9132000,MISSION,ST,Bernal Heights North,9132000,"LINESTRING (-122.41988576381117 37.7455950961387, -122.42001912673742 37.74538902061538)"
9133000,MISSION,ST,Bernal Heights North,9133000,"LINESTRING (-122.42001912673742 37.74538902061538, -122.42089365980519 37.74403763234487)"
9135000,MISSION,ST,Bernal Heights North,9135000,"LINESTRING (-122.4214854504341 37.743122663971114, -122.42168044820176 37.74282117411685)"
9136000,MISSION,ST,Bernal Heights North,9136000,"LINESTRING (-122.42168044820176 37.74282117411685, -122.42196876141257 37.7423753980593)"
9137000,MISSION,ST,Bernal Heights North,9137000,"LINESTRING (-122.42196876141257 37.7423753980593, -122.42208378466708 37.74219755369598)"
9138000,MISSION,ST,Bernal Heights North,9138000,"LINESTRING (-122.42208378466708 37.74219755369598, -122.42236645899756 37.74176048849311)"
9139000,MISSION,ST,Bernal Heights North,9139000,"LINESTRING (-122.42236645899756 37.74176048849311, -122.42284057768018 37.74102740774196)"
9140000,MISSION,ST,Bernal Heights South,9140000,"LINESTRING (-122.42284057768018 37.74102740774196, -122.423089906458 37.74064188702958)"
9142000,MISSION,ST,Bernal Heights South,9142000,"LINESTRING (-122.42358024013373 37.73988370513015, -122.42378975866637 37.73955972863376, -122.4239236040523 37.73923932987392, -122.42394878391752 37.73884328463044)"
9143000,MISSION,ST,Bernal Heights South,9143000,"LINESTRING (-122.42394878391752 37.73884328463044, -122.424040148774 37.73740624662911)"
9095101,MISSION,ST,Financial District South,9095101,"LINESTRING (-122.40202541968891 37.786248151755245, -122.40208169370936 37.78612626000188, -122.40410744188917 37.78452713243588, -122.404266872172 37.78447874460379)"
9095201,MISSION,ST,Financial District South,9095201,"LINESTRING (-122.40202541968891 37.786248151755245, -122.40215283871665 37.78618630609296, -122.40350128166986 37.78512185378399)"
9161000,MISSION,ST,Mission Terrace,9161000,"LINESTRING (-122.43362359121338 37.726236244212984, -122.43398235612646 37.72576179026177)"
9168000,MISSION,ST,Mission Terrace,9168000,"LINESTRING (-122.435976888114 37.72312996299627, -122.43604007290506 37.72304446975431)"
9172201,MISSION,ST,Mission Terrace,9172201,"LINESTRING (-122.43746114010328 37.721163547978215, -122.43753306031925 37.72112178592232, -122.43831151584435 37.72009252007, -122.43832941352946 37.720015525277375)"
9089000,MISSION,ST,Financial District South,9089000,"LINESTRING (-122.39831582494942 37.78917733050455, -122.39856429337067 37.78898117329391)"
9098000,MISSION,ST,South of Market,9098000,"LINESTRING (-122.40716438314801 37.78219072147552, -122.4072546750804 37.782119419227804)"
9104000,MISSION,ST,South of Market,9104000,"LINESTRING (-122.4141068955 37.776707687587496, -122.41471100388773 37.77623051936919)"
9109101,MISSION,ST,South of Market,9109101,"LINESTRING (-122.41710413618293 37.774325287218616, -122.4171865110376 37.774226333665474, -122.41764927243703 37.77384198597226, -122.41803023193879 37.773474419839545)"
9112201,MISSION,ST,Inner Mission,9112201,"LINESTRING (-122.42000832048357 37.770111448584785, -122.42015293759565 37.76988510237226, -122.4201563546235 37.76958678146544, -122.42010656654857 37.769107112928545, -122.4200320906095 37.76904544592114)"
9118000,MISSION,ST,Inner Mission,9118000,"LINESTRING (-122.41947628736386 37.76305083976056, -122.41944373614392 37.762712866985844)"
9144000,MISSION,ST,Bernal Heights South,9144000,"LINESTRING (-122.424040148774 37.73740624662911, -122.42406339924267 37.737239729372334, -122.4242350828209 37.73673747986065)"
9145000,MISSION,ST,Bernal Heights South,9145000,"LINESTRING (-122.4242350828209 37.73673747986065, -122.42446626337994 37.736061171375624)"
9146000,MISSION,ST,Bernal Heights South,9146000,"LINESTRING (-122.42446626337994 37.736061171375624, -122.42470256124085 37.73536987051904)"
9148101,MISSION,ST,Bernal Heights South,9148101,"LINESTRING (-122.42579180316527 37.73427799770757, -122.42579058289334 37.73423499715098, -122.42605619373231 37.733968737264014, -122.42611453902514 37.73395447512807)"
9148201,MISSION,ST,Bernal Heights South,9148201,"LINESTRING (-122.42579180316527 37.73427799770757, -122.42585172273462 37.73426215843792, -122.42611413330616 37.73399910790066, -122.42611453902514 37.73395447512807)"
9149101,MISSION,ST,Bernal Heights South,9149101,"LINESTRING (-122.42611453902514 37.73395447512807, -122.42611772735405 37.733906815679894, -122.42629634630916 37.73372636972065, -122.42639116496888 37.73367501668073)"
9149201,MISSION,ST,Bernal Heights South,9149201,"LINESTRING (-122.42611453902514 37.73395447512807, -122.42617515852122 37.73393767270441, -122.42637491870617 37.733735867239105, -122.42639116496888 37.73367501668073)"
9150000,MISSION,ST,Bernal Heights South,9150000,"LINESTRING (-122.42639116496888 37.73367501668073, -122.42930439724509 37.730742173159626)"
9151201,MISSION,ST,Mission Terrace,9151201,"LINESTRING (-122.42930439724509 37.730742173159626, -122.42937775410329 37.73071987002578, -122.43010466019705 37.72998840092365, -122.4301109181342 37.72993058798184)"
9152101,MISSION,ST,Excelsior,9152101,"LINESTRING (-122.4301109181342 37.72993058798184, -122.4300811439324 37.729889135879645, -122.4301227401798 37.729847276876754, -122.43018123652891 37.729859826351145)"
9152201,MISSION,ST,Mission Terrace,9152201,"LINESTRING (-122.4301109181342 37.72993058798184, -122.43015799362348 37.72993473224328, -122.4301989793957 37.72989348756892, -122.43018123652891 37.729859826351145)"
9153101,MISSION,ST,Excelsior,9153101,"LINESTRING (-122.43018123652891 37.729859826351145, -122.43018591001432 37.72978371184315, -122.43072257012663 37.729243665292145, -122.4308092567339 37.72922784588175)"
9153201,MISSION,ST,Mission Terrace,9153201,"LINESTRING (-122.43018123652891 37.729859826351145, -122.43026036889603 37.729831712413564, -122.4308048137217 37.729283832006715, -122.4308092567339 37.72922784588175)"
9154201,MISSION,ST,Mission Terrace,9154201,"LINESTRING (-122.4308092567339 37.72922784588175, -122.43087793479351 37.729209439521, -122.43126896767009 37.728807342267835, -122.43129384330486 37.72872954880904)"
9155000,MISSION,ST,Mission Terrace,9155000,"LINESTRING (-122.43129384330486 37.72872954880904, -122.43180080191505 37.7282494661622)"
9156000,MISSION,ST,Mission Terrace,9156000,"LINESTRING (-122.43180080191505 37.7282494661622, -122.43236326416827 37.72771681470349)"
9157000,MISSION,ST,Mission Terrace,9157000,"LINESTRING (-122.43236326416827 37.72771681470349, -122.43244732408841 37.727637208074995)"
9095202,MISSION,ST,Financial District South,9095202,"LINESTRING (-122.40350128166986 37.78512185378399, -122.40418065182536 37.784585545590566, -122.404266872172 37.78447874460379)"
9753000,OAK,ST,Hayes Valley,9753000,"LINESTRING (-122.42413649964432 37.774824794458176, -122.42588849826762 37.774598785017076)"
9752000,OAK,ST,Hayes Valley,9752000,"LINESTRING (-122.42259804235147 37.77502069606184, -122.42413649964432 37.774824794458176)"
9770000,OAK,ST,Haight Ashbury,9770000,"LINESTRING (-122.4522417777521 37.771229827473825, -122.45378199814147 37.7710219478375, -122.45390245430855 37.77105383783472)"
9769000,OAK,ST,Haight Ashbury,9769000,"LINESTRING (-122.45060018007578 37.77146014301568, -122.45187073793826 37.771298735634275, -122.4522417777521 37.771229827473825)"
9767000,OAK,ST,Haight Ashbury,9767000,"LINESTRING (-122.44731242133625 37.77187774227143, -122.44895799366348 37.771668739700125)"
9766000,OAK,ST,Haight Ashbury,9766000,"LINESTRING (-122.44571666519963 37.772080394446185, -122.44731242133625 37.77187774227143)"
9765000,OAK,ST,Haight Ashbury,9765000,"LINESTRING (-122.4440243078149 37.77229529029459, -122.44571666519963 37.772080394446185)"
9764000,OAK,ST,Haight Ashbury,9764000,"LINESTRING (-122.44237797789283 37.77250431579648, -122.4440243078149 37.77229529029459)"
9762000,OAK,ST,Haight Ashbury,9762000,"LINESTRING (-122.43908860005594 37.77292198184303, -122.44073514713622 37.77271287349198)"
9761000,OAK,ST,Haight Ashbury,9761000,"LINESTRING (-122.43742293951387 37.77313349322287, -122.43908860005594 37.77292198184303)"
9760000,OAK,ST,Hayes Valley,9760000,"LINESTRING (-122.43575149881131 37.77334571283065, -122.43742293951387 37.77313349322287)"
9759000,OAK,ST,Hayes Valley,9759000,"LINESTRING (-122.43410901098493 37.77354937695489, -122.43575149881131 37.77334571283065)"
9758000,OAK,ST,Hayes Valley,9758000,"LINESTRING (-122.43246706825506 37.773756990582314, -122.43410901098493 37.77354937695489)"
9756000,OAK,ST,Hayes Valley,9756000,"LINESTRING (-122.42917834346346 37.77418142278242, -122.43082471362939 37.77397252049689)"
9755000,OAK,ST,Hayes Valley,9755000,"LINESTRING (-122.42754641611542 37.77438846775749, -122.42917834346346 37.77418142278242)"
9754000,OAK,ST,Hayes Valley,9754000,"LINESTRING (-122.42588849826762 37.774598785017076, -122.42754641611542 37.77438846775749)"
9750000,OAK,ST,Van Ness - Civic Center,9750000,"LINESTRING (-122.41939688866853 37.77542222092065, -122.42079502430197 37.775248910737915, -122.42095992095597 37.77523233512841)"
9751000,OAK,ST,Van Ness - Civic Center,9751000,"LINESTRING (-122.42095992095597 37.77523233512841, -122.42109730129216 37.77521852568993, -122.42259804235147 37.77502069606184)"
9757000,OAK,ST,Hayes Valley,9757000,"LINESTRING (-122.43082471362939 37.77397252049689, -122.43235101946138 37.77377883320016, -122.43246706825506 37.773756990582314)"
9763000,OAK,ST,Haight Ashbury,9763000,"LINESTRING (-122.44073514713622 37.77271287349198, -122.44237797789283 37.77250431579648)"
9768000,OAK,ST,Haight Ashbury,9768000,"LINESTRING (-122.44895799366348 37.771668739700125, -122.45060018007578 37.77146014301568)"
10481000,PINE,ST,Lower Pacfic Heights,10481000,"LINESTRING (-122.42705967157103 37.78878689529612, -122.42871211076617 37.78857706835448)"
10480000,PINE,ST,Lower Pacfic Heights,10480000,"LINESTRING (-122.42542298023024 37.788994699515996, -122.42705967157103 37.78878689529612)"
10479000,PINE,ST,Van Ness - Civic Center,10479000,"LINESTRING (-122.42378108218462 37.789203141134834, -122.42542298023024 37.788994699515996)"
10477000,PINE,ST,Van Ness - Civic Center,10477000,"LINESTRING (-122.42049344257045 37.78962043675436, -122.4221352080565 37.78941206075673)"
10476000,PINE,ST,Downtown - Tenderloin,10476000,"LINESTRING (-122.41884265205404 37.7898299343965, -122.42049344257045 37.78962043675436)"
10475000,PINE,ST,Downtown - Tenderloin,10475000,"LINESTRING (-122.41720479886273 37.7900451416777, -122.41884265205404 37.7898299343965)"
10473000,PINE,ST,Downtown - Tenderloin,10473000,"LINESTRING (-122.4142965503627 37.79041474210158, -122.41555908613303 37.790254299196015)"
10471000,PINE,ST,Downtown - Tenderloin,10471000,"LINESTRING (-122.41226618753294 37.79067278352565, -122.41391588012458 37.790463114646855)"
10470000,PINE,ST,Downtown - Tenderloin,10470000,"LINESTRING (-122.41099802343977 37.79083323431634, -122.41226618753294 37.79067278352565)"
10469000,PINE,ST,Downtown - Tenderloin,10469000,"LINESTRING (-122.41062287152326 37.79088069708925, -122.41099802343977 37.79083323431634)"
10468000,PINE,ST,Downtown - Tenderloin,10468000,"LINESTRING (-122.40897627526725 37.791089001921655, -122.41062287152326 37.79088069708925)"
10467000,PINE,ST,Downtown - Tenderloin,10467000,"LINESTRING (-122.40806043348707 37.79120485044365, -122.40897627526725 37.791089001921655)"
10465000,PINE,ST,Financial District North,10465000,"LINESTRING (-122.40574187913253 37.7914981020122, -122.40732292894266 37.79129813539353)"
10464000,PINE,ST,Financial District North,10464000,"LINESTRING (-122.40544105876762 37.79153614588001, -122.40574187913253 37.7914981020122)"
10463000,PINE,ST,Financial District North,10463000,"LINESTRING (-122.40452450315884 37.791652055829836, -122.40544105876762 37.79153614588001)"
10462000,PINE,ST,Financial District North,10462000,"LINESTRING (-122.40421983478669 37.791690583410706, -122.40452450315884 37.791652055829836)"
10461000,PINE,ST,Financial District North,10461000,"LINESTRING (-122.40386871651121 37.7917349851729, -122.40421983478669 37.791690583410706)"
10493000,PINE,ST,Lower Pacfic Heights,10493000,"LINESTRING (-122.44520849330782 37.78648090312512, -122.44661046566925 37.786302298534416)"
10492000,PINE,ST,Lower Pacfic Heights,10492000,"LINESTRING (-122.44355977902939 37.7866909193604, -122.44520849330782 37.78648090312512)"
10491000,PINE,ST,Lower Pacfic Heights,10491000,"LINESTRING (-122.44191562031091 37.78690033081302, -122.44355977902939 37.7866909193604)"
10490000,PINE,ST,Lower Pacfic Heights,10490000,"LINESTRING (-122.4402499560136 37.78711245554227, -122.44191562031091 37.78690033081302)"
10474000,PINE,ST,Downtown - Tenderloin,10474000,"LINESTRING (-122.41555908613303 37.790254299196015, -122.41720479886273 37.7900451416777)"
10488000,PINE,ST,Lower Pacfic Heights,10488000,"LINESTRING (-122.4369354479292 37.78753250171559, -122.43858157002772 37.78732490422166)"
10460000,PINE,ST,Financial District North,10460000,"LINESTRING (-122.40257133043488 37.791898940303774, -122.40386871651121 37.7917349851729)"
10466000,PINE,ST,Downtown - Tenderloin,10466000,"LINESTRING (-122.40732292894266 37.79129813539353, -122.40806043348707 37.79120485044365)"
10472000,PINE,ST,Downtown - Tenderloin,10472000,"LINESTRING (-122.41391588012458 37.790463114646855, -122.4142965503627 37.79041474210158)"
10478000,PINE,ST,Van Ness - Civic Center,10478000,"LINESTRING (-122.4221352080565 37.78941206075673, -122.42378108218462 37.789203141134834)"
10489000,PINE,ST,Lower Pacfic Heights,10489000,"LINESTRING (-122.43858157002772 37.78732490422166, -122.4402499560136 37.78711245554227)"
10487000,PINE,ST,Lower Pacfic Heights,10487000,"LINESTRING (-122.43529313201728 37.787741165033495, -122.4369354479292 37.78753250171559)"
10483000,PINE,ST,Lower Pacfic Heights,10483000,"LINESTRING (-122.43035591797296 37.7883683123527, -122.43200332506032 37.788159074471764)"
10482000,PINE,ST,Lower Pacfic Heights,10482000,"LINESTRING (-122.42871211076617 37.78857706835448, -122.43035591797296 37.7883683123527)"
10486000,PINE,ST,Lower Pacfic Heights,10486000,"LINESTRING (-122.43364712398414 37.787950272535404, -122.43529313201728 37.787741165033495)"
10485000,PINE,ST,Lower Pacfic Heights,10485000,"LINESTRING (-122.4328255583193 37.788054634975936, -122.43364712398414 37.787950272535404)"
10484000,PINE,ST,Lower Pacfic Heights,10484000,"LINESTRING (-122.43200332506032 37.788159074471764, -122.4328255583193 37.788054634975936)"
13143102,VAN NESS,AVE,Van Ness - Civic Center,13143102,"LINESTRING (-122.41939688866853 37.77542222092065, -122.41949151056426 37.775894186859574)"
13143103,VAN NESS,AVE,Van Ness - Civic Center,13143103,"LINESTRING (-122.41949151056426 37.775894186859574, -122.41956456000082 37.77626151621964, -122.41950629407681 37.77636887006124)"
13143201,VAN NESS,AVE,Van Ness - Civic Center,13143201,"LINESTRING (-122.41925560574361 37.77514707402592, -122.41920228488225 37.77528385700718, -122.41940892984185 37.77628084740718, -122.41950629407681 37.77636887006124)"
13144201,VAN NESS,AVE,Van Ness - Civic Center,13144201,"LINESTRING (-122.41950629407681 37.77636887006124, -122.41944856276345 37.77647585101426, -122.41959814048577 37.777211798913534, -122.41969356626672 37.77729985603636)"
13145101,VAN NESS,AVE,Van Ness - Civic Center,13145101,"LINESTRING (-122.41969356626672 37.77729985603636, -122.41978846691944 37.77738742913191, -122.41993416456458 37.77812005546921, -122.41988323005008 37.77825101731278)"
13145201,VAN NESS,AVE,Van Ness - Civic Center,13145201,"LINESTRING (-122.41969356626672 37.77729985603636, -122.41963777326575 37.77740679972335, -122.41971162564681 37.777770152279636)"
13145202,VAN NESS,AVE,Van Ness - Civic Center,13145202,"LINESTRING (-122.41971162564681 37.777770152279636, -122.41978799705856 37.77814590078237, -122.41988323005008 37.77825101731278)"
13146101,VAN NESS,AVE,Van Ness - Civic Center,13146101,"LINESTRING (-122.41988323005008 37.77825101731278, -122.41996797221678 37.778312126540825, -122.42031064008894 37.779917047635784, -122.42024718391532 37.78007469638843)"
13146201,VAN NESS,AVE,Van Ness - Civic Center,13146201,"LINESTRING (-122.41988323005008 37.77825101731278, -122.41981653899525 37.77834244920442, -122.42013724697686 37.77993545992282, -122.42024718391532 37.78007469638843)"
13147201,VAN NESS,AVE,Van Ness - Civic Center,13147201,"LINESTRING (-122.42024718391532 37.78007469638843, -122.42017288888981 37.780213134859636, -122.42025545905186 37.7805762179209)"
13147202,VAN NESS,AVE,Van Ness - Civic Center,13147202,"LINESTRING (-122.42025545905186 37.7805762179209, -122.42033611610492 37.78093089088988, -122.42043951840937 37.78103084199092)"
13148101,VAN NESS,AVE,Van Ness - Civic Center,13148101,"LINESTRING (-122.42043951840937 37.78103084199092, -122.42055202585398 37.78112567243534, -122.42069278260126 37.78185153445673, -122.42063825015363 37.78196076637666)"
13148201,VAN NESS,AVE,Van Ness - Civic Center,13148201,"LINESTRING (-122.42043951840937 37.78103084199092, -122.42037895808099 37.78114113452177, -122.420451902939 37.7815099702797)"
13148202,VAN NESS,AVE,Van Ness - Civic Center,13148202,"LINESTRING (-122.420451902939 37.7815099702797, -122.42052419030921 37.78187547767116, -122.42063825015363 37.78196076637666)"
13173201,VAN NESS,AVE,Russian Hill,13173201,"LINESTRING (-122.42510952055028 37.804145845815015, -122.42502589534148 37.80425209554917, -122.42517711736052 37.804997682461156, -122.42529856435068 37.80507790272384)"
13149201,VAN NESS,AVE,Van Ness - Civic Center,13149201,"LINESTRING (-122.42063825015363 37.78196076637666, -122.42056951896139 37.78207248496782, -122.42071539337601 37.782794022631585, -122.42081700286475 37.782894121582416)"
13151201,VAN NESS,AVE,Van Ness - Civic Center,13151201,"LINESTRING (-122.42100835981473 37.78382411800338, -122.42095466849567 37.78393967134941, -122.42101751446991 37.78430272896299)"
13150101,VAN NESS,AVE,Van Ness - Civic Center,13150101,"LINESTRING (-122.42081700286475 37.782894121582416, -122.42090133155004 37.78297719620916, -122.42097712436487 37.78335207494535)"
13150102,VAN NESS,AVE,Van Ness - Civic Center,13150102,"LINESTRING (-122.42097712436487 37.78335207494535, -122.42104984181498 37.78371174561119, -122.42100835981473 37.78382411800338)"
13150201,VAN NESS,AVE,Van Ness - Civic Center,13150201,"LINESTRING (-122.42081700286475 37.782894121582416, -122.42075471949025 37.78299578898833, -122.42083185118071 37.78337048795769)"
13150202,VAN NESS,AVE,Van Ness - Civic Center,13150202,"LINESTRING (-122.42083185118071 37.78337048795769, -122.42090463956947 37.78372409349133, -122.42100835981473 37.78382411800338)"
13151102,VAN NESS,AVE,Van Ness - Civic Center,13151102,"LINESTRING (-122.42117098601825 37.78428329154196, -122.42124265030327 37.78463521174912, -122.42119297410471 37.78475344651228)"
15101000,VAN NESS,AVE,Marina,15101000,"LINESTRING (-122.42547727023697 37.80595897750914, -122.42548761062511 37.80600996008358, -122.42562794816526 37.80645646812622, -122.42578019715869 37.80671493695072, -122.42625672860854 37.80718522140222, -122.42648852034652 37.80765186139802, -122.42661257177204 37.80815176525536)"
13155102,VAN NESS,AVE,Van Ness - Civic Center,13155102,"LINESTRING (-122.4219549063617 37.788001178287516, -122.42203222812212 37.78838335683369, -122.42194858448522 37.788489643407324)"
13155201,VAN NESS,AVE,Van Ness - Civic Center,13155201,"LINESTRING (-122.42175810499197 37.787548139748175, -122.4216744505738 37.78765436937959, -122.42174988159853 37.78802721467876)"
13155202,VAN NESS,AVE,Van Ness - Civic Center,13155202,"LINESTRING (-122.42174988159853 37.78802721467876, -122.42182722499263 37.78840950598225, -122.42194858448522 37.788489643407324)"
13156102,VAN NESS,AVE,Van Ness - Civic Center,13156102,"LINESTRING (-122.42214537931552 37.78894262389381, -122.42221886493091 37.78930583803837, -122.4221352080565 37.78941206075673)"
13156201,VAN NESS,AVE,Van Ness - Civic Center,13156201,"LINESTRING (-122.42194858448522 37.788489643407324, -122.42186494060866 37.78859592991955, -122.42194037468026 37.78896877413712)"
13156202,VAN NESS,AVE,Van Ness - Civic Center,13156202,"LINESTRING (-122.42194037468026 37.78896877413712, -122.4220138343893 37.789331862267844, -122.4221352080565 37.78941206075673)"
13157101,VAN NESS,AVE,Van Ness - Civic Center,13157101,"LINESTRING (-122.4221352080565 37.78941206075673, -122.42225658312069 37.789492260921755, -122.42240815243152 37.790241388682496, -122.42232895508621 37.790369659843634)"
13157201,VAN NESS,AVE,Van Ness - Civic Center,13157201,"LINESTRING (-122.4221352080565 37.78941206075673, -122.42205155094184 37.78951828521555, -122.42220312390057 37.79026744386977, -122.42232895508621 37.790369659843634)"
13149102,VAN NESS,AVE,Van Ness - Civic Center,13149102,"LINESTRING (-122.4208104577009 37.78241705447779, -122.4208819192882 37.78277612585702, -122.42081700286475 37.782894121582416)"
13158201,VAN NESS,AVE,Nob Hill,13158201,"LINESTRING (-122.42232895508621 37.790369659843634, -122.42224975746733 37.790497930047664, -122.42239354800728 37.79120860670273, -122.422514944422 37.79128889127241)"
13159101,VAN NESS,AVE,Pacific Heights,13159101,"LINESTRING (-122.422514944422 37.79128889127241, -122.42263633882885 37.79136917571546, -122.42277781948562 37.79206840372538, -122.4226941636934 37.79217464480966)"
13159201,VAN NESS,AVE,Nob Hill,13159201,"LINESTRING (-122.422514944422 37.79128889127241, -122.42243126873586 37.79139502856969, -122.42257278830387 37.79209446495218, -122.4226941636934 37.79217464480966)"
13160101,VAN NESS,AVE,Pacific Heights,13160101,"LINESTRING (-122.4226941636934 37.79217464480966, -122.42281554048022 37.79225482544232, -122.42295494717267 37.79294379618513, -122.42287120210219 37.79305000312237)"
13160201,VAN NESS,AVE,Nob Hill,13160201,"LINESTRING (-122.4226941636934 37.79217464480966, -122.42261050766116 37.79228088673347, -122.42274989550138 37.79296976761567, -122.42287120210219 37.79305000312237)"
13161201,VAN NESS,AVE,Nob Hill,13161201,"LINESTRING (-122.42287120210219 37.79305000312237, -122.42278745565656 37.79315620999783, -122.42292759595217 37.79385486249727, -122.42304880317907 37.79393500498809)"
13162101,VAN NESS,AVE,Pacific Heights,13162101,"LINESTRING (-122.42304880317907 37.79393500498809, -122.42317017638958 37.794015258208425, -122.42331081341386 37.794711050633715, -122.42322714743226 37.79481735511281)"
13162201,VAN NESS,AVE,Nob Hill,13162201,"LINESTRING (-122.42304880317907 37.79393500498809, -122.42296513769897 37.7940413065925, -122.4231057989148 37.79473723170502, -122.42322714743226 37.79481735511281)"
13163101,VAN NESS,AVE,Pacific Heights,13163101,"LINESTRING (-122.42322714743226 37.79481735511281, -122.42334849621216 37.79489747749366, -122.42349338219948 37.795614279916926, -122.42341305550559 37.79573710966956)"
13163201,VAN NESS,AVE,Nob Hill,13163201,"LINESTRING (-122.42322714743226 37.79481735511281, -122.42314348121083 37.79492365953049, -122.42328750958218 37.795636224818786, -122.42341305550559 37.79573710966956)"
13164101,VAN NESS,AVE,Pacific Heights,13164101,"LINESTRING (-122.42341305550559 37.79573710966956, -122.42353860290652 37.795837992583294, -122.4236885940181 37.796580033333086, -122.4236012971991 37.796691058233826)"
13164201,VAN NESS,AVE,Russian Hill,13164201,"LINESTRING (-122.42341305550559 37.79573710966956, -122.42333272854596 37.79585993846382, -122.42348360848861 37.79660638263674, -122.4236012971991 37.796691058233826)"
13165201,VAN NESS,AVE,Russian Hill,13165201,"LINESTRING (-122.4236012971991 37.796691058233826, -122.42352129268072 37.796792810282774, -122.42367159043525 37.79753635469544, -122.42379296454148 37.79761658199946)"
13166101,VAN NESS,AVE,Pacific Heights,13166101,"LINESTRING (-122.42379296454148 37.79761658199946, -122.42391433891054 37.797696808276505, -122.42406582690069 37.798446207636935, -122.4239821453161 37.79855245311776)"
13166201,VAN NESS,AVE,Russian Hill,13166201,"LINESTRING (-122.42379296454148 37.79761658199946, -122.42370927443577 37.797722781350984, -122.42386077740598 37.79847227287213, -122.4239821453161 37.79855245311776)"
13167101,VAN NESS,AVE,Cow Hollow,13167101,"LINESTRING (-122.4239821453161 37.79855245311776, -122.42410351235291 37.79863263413806, -122.42425424585318 37.79937828590409, -122.42417056462125 37.79948453240279)"
13167201,VAN NESS,AVE,Russian Hill,13167201,"LINESTRING (-122.4239821453161 37.79855245311776, -122.42389846349113 37.79865870033904, -122.42404919611862 37.79940435146264, -122.42417056462125 37.79948453240279)"
13168201,VAN NESS,AVE,Russian Hill,13168201,"LINESTRING (-122.42417056462125 37.79948453240279, -122.42408688087832 37.79959077974051, -122.42423796980856 37.80033817392889, -122.42435866786903 37.80041502819474)"
13169101,VAN NESS,AVE,Cow Hollow,13169101,"LINESTRING (-122.42435866786903 37.80041502819474, -122.42448003835945 37.800495208803, -122.42462267228903 37.80120076206529, -122.42453832527296 37.80130371926683)"
13169201,VAN NESS,AVE,Russian Hill,13169201,"LINESTRING (-122.42435866786903 37.80041502819474, -122.42427498448103 37.800521273847316, -122.42441762558033 37.80122686609701, -122.42453832527296 37.80130371926683)"
13170101,VAN NESS,AVE,Marina,13170101,"LINESTRING (-122.42453832527296 37.80130371926683, -122.4246676232703 37.801426257015805, -122.4248154103738 37.80217467570761, -122.42473125894908 37.802280983718006)"
13170201,VAN NESS,AVE,Russian Hill,13170201,"LINESTRING (-122.42453832527296 37.80130371926683, -122.42446251247502 37.80145204938083, -122.4246102510842 37.8022002376718, -122.42473125894908 37.802280983718006)"
13171201,VAN NESS,AVE,Russian Hill,13171201,"LINESTRING (-122.42473125894908 37.802280983718006, -122.42464756848814 37.80238670974958, -122.42479895974944 37.803133175848565, -122.42491880376178 37.80320550743709)"
13172101,VAN NESS,AVE,Marina,13172101,"LINESTRING (-122.42491880376178 37.80320550743709, -122.4250418232664 37.80329349273923, -122.42519063564515 37.80402721639338, -122.42510952055028 37.804145845815015)"
13172201,VAN NESS,AVE,Russian Hill,13172201,"LINESTRING (-122.42491880376178 37.80320550743709, -122.4248367663802 37.803319587577725, -122.42498720580224 37.80406133482142, -122.42510952055028 37.804145845815015)"
